,year,division,match_id,half_type,play_time,goal_range
695,2013,2,2013-2-006,2,34,5
696,2013,2,2013-2-006,2,48,5
697,2013,2,2013-2-007,1,12,0
698,2013,2,2013-2-007,2,12,3
699,2013,2,2013-2-007,2,45,5
700,2013,2,2013-2-008,2,46,5
701,2013,2,2013-2-009,2,17,4
702,2013,2,2013-2-009,2,37,5
703,2013,2,2013-2-009,2,47,5
704,2013,2,2013-2-010,1,25,1
705,2013,2,2013-2-010,2,17,4
706,2013,2,2013-2-012,2,24,4
707,2013,2,2013-2-012,2,29,4
708,2013,2,2013-2-012,2,36,5
709,2013,2,2013-2-013,1,21,1
710,2013,2,2013-2-013,2,17,4
711,2013,2,2013-2-014,1,8,0
712,2013,2,2013-2-014,1,17,1
713,2013,2,2013-2-014,1,36,2
714,2013,2,2013-2-015,1,29,1
715,2013,2,2013-2-015,2,21,4
716,2013,2,2013-2-015,2,30,5
717,2013,2,2013-2-015,2,38,5
718,2013,2,2013-2-015,2,40,5
719,2013,2,2013-2-016,1,7,0
720,2013,2,2013-2-016,1,17,1
721,2013,2,2013-2-016,1,20,1
722,2013,2,2013-2-016,2,14,3
723,2013,2,2013-2-016,2,16,4
724,2013,2,2013-2-016,2,29,4
725,2013,2,2013-2-016,2,36,5
726,2013,2,2013-2-017,2,44,5
727,2013,2,2013-2-017,2,46,5
728,2013,2,2013-2-018,1,16,1
729,2013,2,2013-2-018,2,16,4
730,2013,2,2013-2-019,1,44,2
731,2013,2,2013-2-019,2,9,3
732,2013,2,2013-2-019,2,15,4
733,2013,2,2013-2-020,1,8,0
734,2013,2,2013-2-020,1,47,2
735,2013,2,2013-2-020,2,33,5
736,2013,2,2013-2-021,2,0,3
737,2013,2,2013-2-021,2,17,4
738,2013,2,2013-2-021,2,39,5
739,2013,2,2013-2-022,2,19,4
740,2013,2,2013-2-022,2,28,4
741,2013,2,2013-2-023,1,34,2
742,2013,2,2013-2-023,2,47,5
743,2013,2,2013-2-024,1,6,0
744,2013,2,2013-2-024,1,30,2
745,2013,2,2013-2-024,2,44,5
746,2013,2,2013-2-024,2,55,5
747,2013,2,2013-2-026,1,17,1
748,2013,2,2013-2-026,1,20,1
749,2013,2,2013-2-026,2,45,5
750,2013,2,2013-2-027,1,12,0
751,2013,2,2013-2-027,1,15,1
752,2013,2,2013-2-027,2,11,3
753,2013,2,2013-2-028,1,21,1
754,2013,2,2013-2-028,1,24,1
755,2013,2,2013-2-028,2,47,5
756,2013,2,2013-2-030,1,16,1
757,2013,2,2013-2-030,2,6,3
758,2013,2,2013-2-030,2,10,3
759,2013,2,2013-2-030,2,12,3
760,2013,2,2013-2-030,2,29,4
761,2013,2,2013-2-031,1,31,2
762,2013,2,2013-2-031,1,45,2
763,2013,2,2013-2-031,2,9,3
764,2013,2,2013-2-031,2,23,4
765,2013,2,2013-2-032,1,13,0
766,2013,2,2013-2-032,1,37,2
767,2013,2,2013-2-032,2,20,4
768,2013,2,2013-2-032,2,47,5
769,2013,2,2013-2-033,1,17,1
770,2013,2,2013-2-033,2,26,4
771,2013,2,2013-2-033,2,29,4
772,2013,2,2013-2-034,2,9,3
773,2013,2,2013-2-034,2,13,3
774,2013,2,2013-2-034,2,24,4
775,2013,2,2013-2-034,2,33,5
776,2013,2,2013-2-035,2,15,4
777,2013,2,2013-2-035,2,30,5
778,2013,2,2013-2-035,2,33,5
779,2013,2,2013-2-035,2,41,5
780,2013,2,2013-2-036,1,6,0
781,2013,2,2013-2-036,2,9,3
782,2013,2,2013-2-036,2,41,5
783,2013,2,2013-2-037,1,13,0
784,2013,2,2013-2-037,2,40,5
785,2013,2,2013-2-037,2,44,5
786,2013,2,2013-2-038,2,12,3
787,2013,2,2013-2-038,2,24,4
788,2013,2,2013-2-038,2,37,5
789,2013,2,2013-2-039,1,24,1
790,2013,2,2013-2-039,1,35,2
791,2013,2,2013-2-039,2,13,3
792,2013,2,2013-2-039,2,40,5
793,2013,2,2013-2-039,2,47,5
794,2013,2,2013-2-039,2,49,5
795,2013,2,2013-2-040,2,9,3
796,2013,2,2013-2-040,2,36,5
797,2013,2,2013-2-041,1,10,0
798,2013,2,2013-2-041,1,31,2
799,2013,2,2013-2-041,2,28,4
800,2013,2,2013-2-042,1,17,1
801,2013,2,2013-2-042,1,25,1
802,2013,2,2013-2-042,2,33,5
803,2013,2,2013-2-042,2,40,5
804,2013,2,2013-2-043,1,8,0
805,2013,2,2013-2-043,2,29,4
806,2013,2,2013-2-043,2,40,5
807,2013,2,2013-2-044,2,41,5
808,2013,2,2013-2-045,1,20,1
809,2013,2,2013-2-045,1,25,1
810,2013,2,2013-2-045,2,37,5
811,2013,2,2013-2-046,2,27,4
812,2013,2,2013-2-046,2,50,5
813,2013,2,2013-2-047,1,2,0
814,2013,2,2013-2-047,2,30,5
815,2013,2,2013-2-047,2,44,5
816,2013,2,2013-2-047,2,45,5
817,2013,2,2013-2-048,1,1,0
818,2013,2,2013-2-048,1,3,0
819,2013,2,2013-2-048,2,44,5
820,2013,2,2013-2-049,2,35,5
821,2013,2,2013-2-050,1,25,1
822,2013,2,2013-2-051,1,23,1
823,2013,2,2013-2-051,2,17,4
824,2013,2,2013-2-051,2,45,5
825,2013,2,2013-2-052,2,12,3
826,2013,2,2013-2-052,2,17,4
827,2013,2,2013-2-052,2,41,5
828,2013,2,2013-2-052,2,47,5
829,2013,2,2013-2-053,1,35,2
830,2013,2,2013-2-053,2,15,4
831,2013,2,2013-2-053,2,24,4
832,2013,2,2013-2-053,2,40,5
833,2013,2,2013-2-054,1,15,1
834,2013,2,2013-2-054,1,36,2
835,2013,2,2013-2-054,2,4,3
836,2013,2,2013-2-054,2,20,4
837,2013,2,2013-2-054,2,41,5
838,2013,2,2013-2-055,1,46,2
839,2013,2,2013-2-056,2,9,3
840,2013,2,2013-2-056,2,26,4
841,2013,2,2013-2-057,1,20,1
842,2013,2,2013-2-057,2,4,3
843,2013,2,2013-2-057,2,10,3
844,2013,2,2013-2-058,1,7,0
845,2013,2,2013-2-058,1,18,1
846,2013,2,2013-2-058,1,30,2
847,2013,2,2013-2-059,2,47,5
848,2013,2,2013-2-060,1,2,0
849,2013,2,2013-2-060,1,13,0
850,2013,2,2013-2-060,2,32,5
851,2013,2,2013-2-061,2,15,4
852,2013,2,2013-2-061,2,18,4
853,2013,2,2013-2-062,1,6,0
854,2013,2,2013-2-062,1,22,1
855,2013,2,2013-2-062,2,5,3
856,2013,2,2013-2-062,2,12,3
857,2013,2,2013-2-062,2,27,4
858,2013,2,2013-2-063,2,35,5
859,2013,2,2013-2-064,2,8,3
860,2013,2,2013-2-064,2,40,5
861,2013,2,2013-2-065,1,1,0
862,2013,2,2013-2-065,1,16,1
863,2013,2,2013-2-065,1,20,1
864,2013,2,2013-2-065,1,40,2
865,2013,2,2013-2-065,2,7,3
866,2013,2,2013-2-065,2,12,3
867,2013,2,2013-2-065,2,46,5
868,2013,2,2013-2-065,2,47,5
869,2013,2,2013-2-066,1,20,1
870,2013,2,2013-2-066,2,0,3
871,2013,2,2013-2-066,2,48,5
872,2013,2,2013-2-067,1,10,0
873,2013,2,2013-2-067,1,34,2
874,2013,2,2013-2-067,1,39,2
875,2013,2,2013-2-067,2,46,5
876,2013,2,2013-2-068,1,2,0
877,2013,2,2013-2-068,1,25,1
878,2013,2,2013-2-068,1,27,1
879,2013,2,2013-2-068,2,18,4
880,2013,2,2013-2-068,2,34,5
881,2013,2,2013-2-069,1,14,0
882,2013,2,2013-2-069,1,39,2
883,2013,2,2013-2-069,2,9,3
884,2013,2,2013-2-069,2,10,3
885,2013,2,2013-2-071,1,4,0
886,2013,2,2013-2-071,1,44,2
887,2013,2,2013-2-071,2,26,4
888,2013,2,2013-2-072,1,22,1
889,2013,2,2013-2-072,2,7,3
890,2013,2,2013-2-072,2,13,3
891,2013,2,2013-2-072,2,26,4
892,2013,2,2013-2-072,2,44,5
893,2013,2,2013-2-073,1,38,2
894,2013,2,2013-2-074,1,2,0
895,2013,2,2013-2-074,1,20,1
896,2013,2,2013-2-074,1,28,1
897,2013,2,2013-2-074,1,44,2
898,2013,2,2013-2-074,2,14,3
899,2013,2,2013-2-074,2,20,4
900,2013,2,2013-2-075,1,4,0
901,2013,2,2013-2-075,1,26,1
902,2013,2,2013-2-075,1,28,1
903,2013,2,2013-2-075,1,31,2
904,2013,2,2013-2-075,2,2,3
905,2013,2,2013-2-075,2,4,3
906,2013,2,2013-2-076,1,35,2
907,2013,2,2013-2-077,1,20,1
908,2013,2,2013-2-077,1,28,1
909,2013,2,2013-2-077,1,44,2
910,2013,2,2013-2-077,2,17,4
911,2013,2,2013-2-077,2,36,5
912,2013,2,2013-2-077,2,46,5
913,2013,2,2013-2-078,1,12,0
914,2013,2,2013-2-078,1,28,1
915,2013,2,2013-2-078,2,21,4
916,2013,2,2013-2-080,1,37,2
917,2013,2,2013-2-080,2,23,4
918,2013,2,2013-2-080,2,30,5
919,2013,2,2013-2-080,2,40,5
920,2013,2,2013-2-081,1,36,2
921,2013,2,2013-2-081,2,31,5
922,2013,2,2013-2-082,1,28,1
923,2013,2,2013-2-082,2,38,5
924,2013,2,2013-2-082,2,45,5
925,2013,2,2013-2-082,2,48,5
926,2013,2,2013-2-083,1,33,2
927,2013,2,2013-2-083,2,1,3
928,2013,2,2013-2-083,2,18,4
929,2013,2,2013-2-083,2,21,4
930,2013,2,2013-2-083,2,31,5
931,2013,2,2013-2-084,1,16,1
932,2013,2,2013-2-084,1,18,1
933,2013,2,2013-2-084,1,37,2
934,2013,2,2013-2-084,2,7,3
935,2013,2,2013-2-085,1,27,1
936,2013,2,2013-2-085,1,31,2
937,2013,2,2013-2-085,2,42,5
938,2013,2,2013-2-086,2,41,5
939,2013,2,2013-2-087,1,8,0
940,2013,2,2013-2-087,1,23,1
941,2013,2,2013-2-088,1,32,2
942,2013,2,2013-2-088,2,5,3
943,2013,2,2013-2-089,2,27,4
944,2013,2,2013-2-090,1,21,1
945,2013,2,2013-2-090,1,26,1
946,2013,2,2013-2-090,2,4,3
947,2013,2,2013-2-090,2,26,4
948,2013,2,2013-2-090,2,31,5
949,2013,2,2013-2-090,2,46,5
950,2013,2,2013-2-091,1,40,2
951,2013,2,2013-2-092,1,30,2
952,2013,2,2013-2-092,2,36,5
953,2013,2,2013-2-092,2,38,5
954,2013,2,2013-2-093,1,45,2
955,2013,2,2013-2-093,2,35,5
956,2013,2,2013-2-094,2,20,4
957,2013,2,2013-2-095,1,13,0
958,2013,2,2013-2-095,1,41,2
959,2013,2,2013-2-095,2,8,3
960,2013,2,2013-2-096,1,20,1
961,2013,2,2013-2-096,2,35,5
962,2013,2,2013-2-097,2,44,5
963,2013,2,2013-2-098,1,5,0
964,2013,2,2013-2-098,2,18,4
965,2013,2,2013-2-098,2,24,4
966,2013,2,2013-2-099,2,1,3
967,2013,2,2013-2-100,1,35,2
968,2013,2,2013-2-101,1,19,1
969,2013,2,2013-2-101,2,11,3
970,2013,2,2013-2-101,2,35,5
971,2013,2,2013-2-102,1,29,1
972,2013,2,2013-2-103,1,26,1
973,2013,2,2013-2-103,2,21,4
974,2013,2,2013-2-103,2,28,4
975,2013,2,2013-2-104,2,9,3
976,2013,2,2013-2-104,2,45,5
977,2013,2,2013-2-105,1,17,1
978,2013,2,2013-2-106,1,42,2
979,2013,2,2013-2-106,2,23,4
980,2013,2,2013-2-106,2,28,4
981,2013,2,2013-2-106,2,38,5
982,2013,2,2013-2-107,1,33,2
983,2013,2,2013-2-107,1,47,2
984,2013,2,2013-2-108,1,7,0
985,2013,2,2013-2-108,1,21,1
986,2013,2,2013-2-108,1,24,1
987,2013,2,2013-2-108,1,30,2
988,2013,2,2013-2-108,1,41,2
989,2013,2,2013-2-108,1,43,2
990,2013,2,2013-2-109,1,39,2
991,2013,2,2013-2-109,2,44,5
992,2013,2,2013-2-110,1,11,0
993,2013,2,2013-2-111,1,37,2
994,2013,2,2013-2-111,2,6,3
995,2013,2,2013-2-111,2,42,5
996,2013,2,2013-2-111,2,47,5
997,2013,2,2013-2-112,1,15,1
998,2013,2,2013-2-112,1,42,2
999,2013,2,2013-2-112,2,15,4
1000,2013,2,2013-2-113,1,9,0
1001,2013,2,2013-2-113,1,29,1
1002,2013,2,2013-2-113,2,0,3
1003,2013,2,2013-2-113,2,15,4
1004,2013,2,2013-2-113,2,47,5
1005,2013,2,2013-2-114,1,43,2
1006,2013,2,2013-2-114,2,27,4
1007,2013,2,2013-2-115,1,27,1
1008,2013,2,2013-2-115,1,42,2
1009,2013,2,2013-2-115,2,40,5
1010,2013,2,2013-2-116,1,8,0
1011,2013,2,2013-2-116,1,23,1
1012,2013,2,2013-2-116,2,12,3
1013,2013,2,2013-2-116,2,21,4
1014,2013,2,2013-2-116,2,41,5
1015,2013,2,2013-2-117,1,7,0
1016,2013,2,2013-2-117,2,14,3
1017,2013,2,2013-2-117,2,49,5
1018,2013,2,2013-2-118,1,2,0
1019,2013,2,2013-2-118,2,12,3
1020,2013,2,2013-2-118,2,31,5
1021,2013,2,2013-2-118,2,36,5
1022,2013,2,2013-2-118,2,45,5
1023,2013,2,2013-2-118,2,48,5
1024,2013,2,2013-2-119,2,16,4
1025,2013,2,2013-2-119,2,47,5
1026,2013,2,2013-2-120,2,2,3
1027,2013,2,2013-2-120,2,13,3
1028,2013,2,2013-2-122,2,27,4
1029,2013,2,2013-2-122,2,31,5
1030,2013,2,2013-2-122,2,38,5
1031,2013,2,2013-2-123,1,6,0
1032,2013,2,2013-2-123,1,41,2
1033,2013,2,2013-2-123,2,13,3
1034,2013,2,2013-2-123,2,35,5
1035,2013,2,2013-2-124,1,31,2
1036,2013,2,2013-2-124,2,26,4
1037,2013,2,2013-2-125,1,7,0
1038,2013,2,2013-2-125,2,3,3
1039,2013,2,2013-2-125,2,22,4
1040,2013,2,2013-2-126,2,35,5
1041,2013,2,2013-2-127,1,17,1
1042,2013,2,2013-2-127,1,25,1
1043,2013,2,2013-2-127,2,3,3
1044,2013,2,2013-2-127,2,9,3
1045,2013,2,2013-2-128,1,17,1
1046,2013,2,2013-2-128,2,2,3
1047,2013,2,2013-2-128,2,31,5
1048,2013,2,2013-2-128,2,35,5
1049,2013,2,2013-2-128,2,43,5
1050,2013,2,2013-2-129,1,21,1
1051,2013,2,2013-2-129,2,2,3
1052,2013,2,2013-2-129,2,38,5
1053,2013,2,2013-2-130,1,10,0
1054,2013,2,2013-2-130,1,39,2
1055,2013,2,2013-2-130,1,41,2
1056,2013,2,2013-2-132,2,30,5
1057,2013,2,2013-2-133,1,21,1
1058,2013,2,2013-2-133,1,26,1
1059,2013,2,2013-2-133,1,31,2
1060,2013,2,2013-2-133,2,17,4
1061,2013,2,2013-2-133,2,25,4
1062,2013,2,2013-2-134,1,10,0
1063,2013,2,2013-2-134,2,9,3
1064,2013,2,2013-2-134,2,31,5
1065,2013,2,2013-2-134,2,47,5
1066,2013,2,2013-2-135,1,36,2
1067,2013,2,2013-2-135,2,13,3
1068,2013,2,2013-2-135,2,17,4
1069,2013,2,2013-2-136,2,22,4
1070,2013,2,2013-2-137,1,4,0
1071,2013,2,2013-2-137,1,40,2
1072,2013,2,2013-2-137,2,24,4
1073,2013,2,2013-2-137,2,27,4
1074,2013,2,2013-2-137,2,33,5
1075,2013,2,2013-2-138,2,28,4
1076,2013,2,2013-2-139,2,11,3
1077,2013,2,2013-2-140,1,5,0
1078,2013,2,2013-2-140,1,21,1
1079,2013,2,2013-2-140,2,36,5
1080,2013,2,2013-2-140,2,38,5
1081,2013,3,2013-3-001,1,29,1
1082,2013,3,2013-3-001,2,26,4
1083,2013,3,2013-3-001,2,32,5
1084,2013,3,2013-3-001,2,44,5
1085,2013,3,2013-3-001,2,47,5
1086,2013,3,2013-3-002,2,26,4
1087,2014,1,2014-1-001,2,37,5
1088,2014,1,2014-1-002,1,39,2
1089,2014,1,2014-1-002,2,3,3
1090,2014,1,2014-1-002,2,22,4
1091,2014,1,2014-1-003,2,14,3
1092,2014,1,2014-1-004,2,43,5
1093,2014,1,2014-1-005,2,30,5
1094,2014,1,2014-1-005,2,32,5
1095,2014,1,2014-1-005,2,40,5
1096,2014,1,2014-1-005,2,42,5
1097,2014,1,2014-1-006,2,24,4
1098,2014,1,2014-1-008,2,28,4
1099,2014,1,2014-1-009,2,15,4
1100,2014,1,2014-1-009,2,23,4
1101,2014,1,2014-1-009,2,27,4
1102,2014,1,2014-1-009,2,36,5
1103,2014,1,2014-1-010,2,17,4
1104,2014,1,2014-1-010,2,20,4
1105,2014,1,2014-1-010,2,25,4
1106,2014,1,2014-1-011,2,27,4
1107,2014,1,2014-1-011,2,35,5
1108,2014,1,2014-1-011,2,47,5
1109,2014,1,2014-1-011,2,49,5
1110,2014,1,2014-1-012,1,17,1
1111,2014,1,2014-1-012,2,17,4
1112,2014,1,2014-1-012,2,32,5
1113,2014,1,2014-1-013,1,4,0
1114,2014,1,2014-1-013,2,21,4
1115,2014,1,2014-1-013,2,45,5
1116,2014,1,2014-1-014,2,27,4
1117,2014,1,2014-1-015,1,30,2
1118,2014,1,2014-1-015,1,35,2
1119,2014,1,2014-1-015,1,44,2
1120,2014,1,2014-1-015,2,1,3
1121,2014,1,2014-1-015,2,5,3
1122,2014,1,2014-1-017,1,22,1
1123,2014,1,2014-1-018,1,4,0
1124,2014,1,2014-1-018,1,19,1
1125,2014,1,2014-1-018,2,13,3
1126,2014,1,2014-1-019,1,26,1
1127,2014,1,2014-1-020,1,6,0
1128,2014,1,2014-1-021,1,5,0
1129,2014,1,2014-1-021,1,23,1
1130,2014,1,2014-1-021,2,17,4
1131,2014,1,2014-1-021,2,25,4
1132,2014,1,2014-1-022,2,23,4
1133,2014,1,2014-1-022,2,28,4
1134,2014,1,2014-1-023,1,21,1
1135,2014,1,2014-1-023,1,36,2
1136,2014,1,2014-1-024,1,39,2
1137,2014,1,2014-1-024,2,44,5
1138,2014,1,2014-1-025,1,7,0
1139,2014,1,2014-1-025,1,38,2
1140,2014,1,2014-1-025,2,12,3
1141,2014,1,2014-1-026,1,12,0
1142,2014,1,2014-1-026,1,37,2
1143,2014,1,2014-1-026,1,42,2
1144,2014,1,2014-1-026,2,21,4
1145,2014,1,2014-1-026,2,24,4
1146,2014,1,2014-1-026,2,47,5
1147,2014,1,2014-1-027,2,29,4
1148,2014,1,2014-1-029,1,23,1
1149,2014,1,2014-1-029,2,18,4
1150,2014,1,2014-1-030,2,41,5
1151,2014,1,2014-1-031,1,35,2
1152,2014,1,2014-1-031,2,6,3
1153,2014,1,2014-1-031,2,15,4
1154,2014,1,2014-1-031,2,27,4
1155,2014,1,2014-1-032,1,41,2
1156,2014,1,2014-1-034,1,43,2
1157,2014,1,2014-1-034,2,6,3
1158,2014,1,2014-1-034,2,30,5
1159,2014,1,2014-1-034,2,34,5
1160,2014,1,2014-1-035,1,3,0
1161,2014,1,2014-1-035,1,27,1
1162,2014,1,2014-1-037,1,29,1
1163,2014,1,2014-1-037,2,14,3
1164,2014,1,2014-1-037,2,30,5
1165,2014,1,2014-1-038,2,8,3
1166,2014,1,2014-1-038,2,27,4
1167,2014,1,2014-1-039,1,37,2
1168,2014,1,2014-1-039,2,8,3
1169,2014,1,2014-1-039,2,33,5
1170,2014,1,2014-1-041,2,9,3
1171,2014,1,2014-1-042,2,25,4
1172,2014,1,2014-1-043,1,15,1
1173,2014,1,2014-1-045,1,24,1
1174,2014,1,2014-1-045,1,35,2
1175,2014,1,2014-1-045,2,33,5
1176,2014,1,2014-1-047,1,4,0
1177,2014,1,2014-1-047,1,6,0
1178,2014,1,2014-1-047,1,21,1
1179,2014,1,2014-1-048,1,12,0
1180,2014,1,2014-1-048,2,5,3
1181,2014,1,2014-1-048,2,31,5
1182,2014,1,2014-1-049,1,24,1
1183,2014,1,2014-1-049,2,11,3
1184,2014,1,2014-1-049,2,39,5
1185,2014,1,2014-1-049,2,44,5
1186,2014,1,2014-1-050,1,4,0
1187,2014,1,2014-1-051,1,30,2
1188,2014,1,2014-1-051,2,38,5
1189,2014,1,2014-1-052,2,31,5
1190,2014,1,2014-1-054,1,30,2
1191,2014,1,2014-1-055,1,28,1
1192,2014,1,2014-1-055,1,30,2
1193,2014,1,2014-1-055,1,42,2
1194,2014,1,2014-1-055,2,26,4
1195,2014,1,2014-1-055,2,49,5
1196,2014,1,2014-1-056,1,12,0
1197,2014,1,2014-1-056,2,13,3
1198,2014,1,2014-1-056,2,39,5
1199,2014,1,2014-1-057,2,37,5
1200,2014,1,2014-1-058,2,32,5
1201,2014,1,2014-1-059,1,16,1
1202,2014,1,2014-1-059,2,38,5
1203,2014,1,2014-1-059,2,49,5
1204,2014,1,2014-1-060,2,7,3
1205,2014,1,2014-1-060,2,21,4
1206,2014,1,2014-1-061,1,17,1
1207,2014,1,2014-1-061,2,17,4
1208,2014,1,2014-1-061,2,30,5
1209,2014,1,2014-1-061,2,47,5
1210,2014,1,2014-1-062,2,4,3
1211,2014,1,2014-1-063,1,19,1
1212,2014,1,2014-1-063,2,39,5
1213,2014,1,2014-1-064,2,2,3
1214,2014,1,2014-1-065,1,8,0
1215,2014,1,2014-1-065,1,17,1
1216,2014,1,2014-1-065,1,29,1
1217,2014,1,2014-1-065,1,30,2
1218,2014,1,2014-1-065,2,4,3
1219,2014,1,2014-1-065,2,14,3
1220,2014,1,2014-1-065,2,43,5
1221,2014,1,2014-1-066,1,14,0
1222,2014,1,2014-1-066,1,27,1
1223,2014,1,2014-1-066,2,23,4
1224,2014,1,2014-1-066,2,35,5
1225,2014,1,2014-1-067,2,1,3
1226,2014,1,2014-1-067,2,47,5
1227,2014,1,2014-1-068,2,9,3
1228,2014,1,2014-1-068,2,49,5
1229,2014,1,2014-1-069,1,26,1
1230,2014,1,2014-1-069,2,5,3
1231,2014,1,2014-1-069,2,19,4
1232,2014,1,2014-1-069,2,49,5
1233,2014,1,2014-1-070,1,10,0
1234,2014,1,2014-1-070,2,16,4
1235,2014,1,2014-1-070,2,29,4
1236,2014,1,2014-1-071,1,11,0
1237,2014,1,2014-1-071,2,23,4
1238,2014,1,2014-1-072,2,40,5
1239,2014,1,2014-1-074,1,9,0
1240,2014,1,2014-1-074,1,13,0
1241,2014,1,2014-1-074,1,44,2
1242,2014,1,2014-1-074,2,39,5
1243,2014,1,2014-1-075,1,13,0
1244,2014,1,2014-1-075,2,2,3
1245,2014,1,2014-1-076,2,24,4
1246,2014,1,2014-1-076,2,37,5
1247,2014,1,2014-1-078,2,8,3
1248,2014,1,2014-1-078,2,36,5
1249,2014,1,2014-1-078,2,43,5
1250,2014,1,2014-1-079,1,6,0
1251,2014,1,2014-1-079,1,11,0
1252,2014,1,2014-1-079,1,25,1
1253,2014,1,2014-1-079,2,5,3
1254,2014,1,2014-1-080,1,39,2
1255,2014,1,2014-1-080,2,34,5
1256,2014,1,2014-1-081,2,35,5
1257,2014,1,2014-1-081,2,49,5
1258,2014,1,2014-1-083,1,21,1
1259,2014,1,2014-1-083,1,25,1
1260,2014,1,2014-1-083,2,12,3
1261,2014,1,2014-1-083,2,19,4
1262,2014,1,2014-1-083,2,23,4
1263,2014,1,2014-1-084,2,4,3
1264,2014,1,2014-1-084,2,23,4
1265,2014,1,2014-1-085,1,43,2
1266,2014,1,2014-1-085,2,49,5
1267,2014,1,2014-1-086,1,32,2
1268,2014,1,2014-1-086,2,29,4
1269,2014,1,2014-1-086,2,43,5
1270,2014,1,2014-1-087,2,31,5
1271,2014,1,2014-1-087,2,34,5
1272,2014,1,2014-1-088,1,30,2
1273,2014,1,2014-1-088,1,32,2
1274,2014,1,2014-1-088,2,21,4
1275,2014,1,2014-1-088,2,32,5
1276,2014,1,2014-1-088,2,46,5
1277,2014,1,2014-1-089,1,33,2
1278,2014,1,2014-1-089,1,36,2
1279,2014,1,2014-1-089,1,45,2
1280,2014,1,2014-1-090,2,6,3
1281,2014,1,2014-1-090,2,21,4
1282,2014,1,2014-1-090,2,33,5
1283,2014,1,2014-1-090,2,42,5
1284,2014,1,2014-1-091,2,5,3
1285,2014,1,2014-1-091,2,25,4
1286,2014,1,2014-1-092,1,18,1
1287,2014,1,2014-1-092,1,37,2
1288,2014,1,2014-1-092,1,41,2
1289,2014,1,2014-1-092,2,16,4
1290,2014,1,2014-1-092,2,25,4
1291,2014,1,2014-1-093,2,41,5
1292,2014,1,2014-1-094,2,13,3
1293,2014,1,2014-1-094,2,27,4
1294,2014,1,2014-1-095,1,17,1
1295,2014,1,2014-1-095,2,19,4
1296,2014,1,2014-1-095,2,20,4
1297,2014,1,2014-1-095,2,34,5
1298,2014,1,2014-1-095,2,40,5
1299,2014,1,2014-1-095,2,44,5
1300,2014,1,2014-1-096,2,44,5
1301,2014,1,2014-1-096,2,45,5
1302,2014,1,2014-1-097,1,18,1
1303,2014,1,2014-1-097,2,37,5
1304,2014,1,2014-1-098,1,46,2
1305,2014,1,2014-1-098,2,33,5
1306,2014,1,2014-1-099,2,11,3
1307,2014,1,2014-1-101,2,12,3
1308,2014,1,2014-1-101,2,24,4
1309,2014,1,2014-1-101,2,36,5
1310,2014,1,2014-1-103,1,3,0
1311,2014,1,2014-1-103,2,11,3
1312,2014,1,2014-1-104,2,13,3
1313,2014,1,2014-1-104,2,26,4
1314,2014,1,2014-1-105,2,22,4
1315,2014,1,2014-1-105,2,37,5
1316,2014,1,2014-1-106,1,0,0
1317,2014,1,2014-1-106,1,25,1
1318,2014,1,2014-1-106,2,14,3
1319,2014,1,2014-1-106,2,41,5
1320,2014,1,2014-1-106,2,47,5
1321,2014,1,2014-1-107,1,15,1
1322,2014,1,2014-1-107,1,36,2
1323,2014,1,2014-1-108,2,6,3
1324,2014,1,2014-1-108,2,14,3
1325,2014,1,2014-1-109,1,23,1
1326,2014,1,2014-1-109,1,44,2
1327,2014,1,2014-1-109,2,17,4
1328,2014,1,2014-1-109,2,20,4
1329,2014,1,2014-1-109,2,22,4
1330,2014,1,2014-1-110,1,39,2
1331,2014,1,2014-1-110,2,20,4
1332,2014,1,2014-1-110,2,32,5
1333,2014,1,2014-1-111,1,23,1
1334,2014,1,2014-1-111,2,7,3
1335,2014,1,2014-1-112,1,6,0
1336,2014,1,2014-1-112,1,9,0
1337,2014,1,2014-1-112,1,19,1
1338,2014,1,2014-1-112,2,2,3
1339,2014,1,2014-1-112,2,20,4
1340,2014,1,2014-1-113,2,8,3
1341,2014,1,2014-1-114,2,13,3
1342,2014,1,2014-1-115,2,34,5
1343,2014,1,2014-1-115,2,45,5
1344,2014,1,2014-1-116,1,14,0
1345,2014,1,2014-1-116,2,25,4
1346,2014,1,2014-1-116,2,47,5
1347,2014,1,2014-1-117,1,44,2
1348,2014,1,2014-1-118,2,8,3
1349,2014,1,2014-1-118,2,48,5
1350,2014,1,2014-1-119,1,41,2
1351,2014,1,2014-1-120,2,33,5
1352,2014,1,2014-1-120,2,44,5
1353,2014,1,2014-1-121,2,26,4
1354,2014,1,2014-1-122,1,29,1
1355,2014,1,2014-1-122,1,36,2
1356,2014,1,2014-1-122,1,42,2
1357,2014,1,2014-1-122,2,31,5
1358,2014,1,2014-1-122,2,36,5
1359,2014,1,2014-1-122,2,47,5
1360,2014,1,2014-1-123,1,35,2
1361,2014,1,2014-1-123,2,46,5
1362,2014,1,2014-1-124,2,16,4
1363,2014,1,2014-1-124,2,26,4
1364,2014,1,2014-1-124,2,32,5
1365,2014,1,2014-1-124,2,43,5
1366,2014,1,2014-1-125,1,7,0
1367,2014,1,2014-1-125,1,29,1
1368,2014,1,2014-1-125,2,14,3
1369,2014,1,2014-1-125,2,38,5
1370,2014,1,2014-1-125,2,43,5
1371,2014,1,2014-1-125,2,49,5
1372,2014,1,2014-1-126,1,11,0
1373,2014,1,2014-1-126,1,33,2
1374,2014,1,2014-1-126,2,17,4
